Country,Year,Mean_Temperature_C,Mean_Dewpoint_C,Mean_Wind_Speed_m_s,Total_Precipitation_mm,Total_Solar_Radiation_MJ_m2,Mean_Soil_Moisture_0_7cm,Mean_Soil_Moisture_7_28cm,Mean_Soil_Moisture_28_100cm,Mean_Soil_Temperature_7_28cm_C,Mean_Soil_Temperature_28_100cm_C
Algeria,1985,16.39541,8.906636,2.4792135,542.1424984633923,5237.748049259186,0.22852153,0.2477746,0.23678231,16.382143,16.332598
Algeria,1986,16.141417,8.764529,2.5516608,568.2762475311756,5197.275743961334,0.23165075,0.24689579,0.23083173,16.232656,16.280464
Algeria,1987,16.968359,9.029343,2.5528734,452.00226014852524,5238.071110725403,0.21672757,0.23741364,0.2351185,16.946756,16.861189
Algeria,1988,16.70114,8.888471,2.4890926,466.61042116582394,5278.981691360474,0.20799764,0.2252058,0.2041253,16.860826,16.95182
Algeria,1989,16.784948,9.079582,2.4147115,390.857869386673,5358.6419796943665,0.20308709,0.22554517,0.21232843,16.75135,16.664587
Algeria,1990,16.812561,9.491246,2.41769,514.7540168464184,5207.728713512421,0.21350485,0.22842038,0.20725858,17.050224,17.14929
Algeria,1991,15.5184965,8.290855,2.4860532,492.6336934417486,5183.490514278412,0.23135127,0.24908312,0.23752867,15.608414,15.675609
Algeria,1992,15.612248,8.456253,2.453122,551.4107433855534,5216.152552604675,0.22302566,0.24311452,0.23234646,15.475006,15.444148
Algeria,1993,16.193068,8.340622,2.46823,367.776782117784,5351.31307554245,0.20496678,0.22654034,0.21855827,16.201164,16.196405
Algeria,1994,17.301447,8.729767,2.5167484,377.40144984424114,5463.706305980682,0.20224303,0.22361962,0.20822024,17.255404,17.208036
Algeria,1995,16.665611,8.775859,2.576862,439.2599007487297,5369.8591895103455,0.20270693,0.22036858,0.20821846,16.683653,16.644127
Algeria,1996,16.039068,8.706937,2.734524,587.1907383799553,5177.548709869385,0.22169018,0.23540296,0.21885471,15.994171,16.101118
Algeria,1997,17.093771,9.205009,2.5461862,469.48850716650486,5299.139148712158,0.20562716,0.21533568,0.17736715,17.038528,17.016108
Algeria,1998,16.560343,8.555359,2.539913,469.19698360562325,5321.78365945816,0.20764242,0.2258991,0.20078133,16.558273,16.622778
Algeria,1999,17.356085,8.907435,2.6287963,482.16420635581017,5331.308612346649,0.20603956,0.22292513,0.20017195,17.324097,17.27125
Algeria,2000,17.070543,8.165996,2.53491,311.5947946831584,5548.19998216629,0.18954515,0.21149121,0.2023669,16.95844,16.968164
Algeria,2001,17.351156,8.849744,2.5263467,400.7952900379896,5427.257451534271,0.19915617,0.21727799,0.19952075,17.315872,17.33507
Algeria,2002,17.139296,8.822309,2.611674,422.7042521238327,5404.462550163269,0.1962124,0.20869672,0.17757235,16.97354,16.920982
Algeria,2003,17.291044,9.750931,2.5988548,679.2905879616737,5150.412796497345,0.23471521,0.24716677,0.22274671,17.153269,17.197523
Algeria,2004,16.630468,9.407756,2.5400317,596.0526428818703,5214.94651889801,0.22667761,0.2402162,0.22095478,16.403954,16.449976
Algeria,2005,16.432083,8.758182,2.4632976,443.5180904716253,5339.919271945953,0.20962049,0.22100854,0.20866978,16.30458,16.336151
Algeria,2006,17.388025,9.22993,2.507973,464.7453336119652,5290.457272052765,0.20339209,0.21720047,0.20188151,17.204086,17.160734
Algeria,2007,16.725702,9.396693,2.50871,564.5524580478668,5233.505676269531,0.22075553,0.23484343,0.21022712,16.569847,16.672697
Algeria,2008,16.83857,9.342842,2.552212,488.2476492226124,5298.964416027069,0.21583986,0.222863,0.18490939,16.541582,16.537277
Algeria,2009,17.01084,9.342056,2.6784954,560.7881961464882,5328.974720478058,0.22409898,0.24015494,0.21911144,16.589674,16.515465
Algeria,2010,17.008894,9.437602,2.7408879,538.8376961499453,5188.486541748047,0.21808517,0.23019992,0.20842741,16.76312,16.874582
Algeria,2011,17.021849,9.868256,2.4856749,581.7850676476955,5224.750312805176,0.22215165,0.23645158,0.206958,16.729456,16.749527
Algeria,2012,17.28466,9.076617,2.5280714,485.9525152146816,5339.4193115234375,0.21129037,0.22420187,0.2026148,17.05629,17.023634
Algeria,2013,16.61804,9.499967,2.7582283,594.3409805893898,5215.78363609314,0.22301786,0.23444559,0.20172215,16.459528,16.515753
Algeria,2014,17.549204,9.350975,2.71325,524.2458082810044,5367.841632843018,0.21189594,0.22552133,0.19345741,17.25117,17.220167
Algeria,2015,17.197245,9.335754,2.508382,442.1073882766068,5400.744478702545,0.20887671,0.22110377,0.19686699,17.05967,17.104986
Algeria,2016,17.530983,9.391093,2.5703876,453.41530507802963,5374.960197925568,0.20024197,0.20948833,0.1781124,17.440859,17.417368
Algeria,2017,17.534063,8.682216,2.5495002,402.0676399022341,5438.707496166229,0.19056801,0.20417702,0.17023768,17.603622,17.677748
Algeria,2018,16.770037,9.655217,2.595495,640.1753355264664,5197.374610424042,0.23473759,0.24432565,0.19558705,16.644007,16.670996
Algeria,2019,17.141577,9.040581,2.7176898,543.5285462737083,5335.650992393494,0.21701051,0.23138149,0.1966352,17.10584,17.038694
Algeria,2020,17.701418,8.929883,2.5142367,413.5911098122597,5409.5340275764465,0.18978374,0.205011,0.16958606,17.78041,17.784071
Algeria,2021,18.184435,8.682571,2.6694415,383.1088595986366,5389.233959197998,0.188201,0.2032568,0.15782896,18.220947,18.204248
Algeria,2022,18.446304,8.594007,2.5662715,368.6527618765831,5426.722669124603,0.18325587,0.2024563,0.15649322,18.351547,18.255728
Algeria,2023,18.24325,8.535774,2.5342147,401.03878202289343,5444.77801656723,0.17489326,0.19525993,0.14486642,18.382261,18.45088
Algeria,2024,18.634737,9.401863,2.5914679,337.7960154861212,5452.292544841766,0.18312287,0.19983345,0.15590353,18.715975,18.747614
Egypt,1985,20.220177,11.380816,3.9592493,89.81062798528001,5008.419188499451,0.05658567,0.14860347,0.14383304,21.831564,21.845901
Egypt,1986,20.10993,11.834409,3.781955,50.99142483295873,4980.713921070099,0.052965727,0.15280661,0.126354,21.826845,21.82363
Egypt,1987,19.731588,11.080475,3.8971097,39.30473232548684,5028.129301548004,0.04682107,0.14438134,0.13045312,21.44,21.399324
Egypt,1988,20.228983,11.233279,3.8944218,79.28511663572863,5019.236643791199,0.054860234,0.1471913,0.1370276,21.874496,21.919998
Egypt,1989,20.043081,11.164311,3.7243626,36.933372621191666,5059.150509357452,0.048711058,0.14887886,0.14366871,21.750391,21.702705
Egypt,1990,20.185844,11.56794,3.8005707,37.87000895710662,5069.911871910095,0.045077097,0.14830434,0.1511082,21.990622,21.967216
Egypt,1991,19.961218,11.603953,3.9326007,78.17724195402116,4938.35747051239,0.052034393,0.14915036,0.15793027,21.813261,21.922152
Egypt,1992,19.427347,11.008595,3.9439497,60.42248370219022,4934.385066509247,0.053439643,0.14935131,0.16048993,21.03639,21.04276
Egypt,1993,20.141806,11.418266,3.7191389,42.545957231428474,5036.0835518836975,0.049050014,0.14826332,0.15805383,21.702034,21.597061
Egypt,1994,20.45151,11.857414,3.9194422,68.60166106140241,5002.555582046509,0.05166537,0.14584626,0.15529825,22.284386,22.355154
Egypt,1995,20.175966,11.57706,3.7850037,29.257206074427813,5058.226091861725,0.044907924,0.14451474,0.15492305,22.010698,22.020172
Egypt,1996,20.383759,11.566577,3.987899,45.96822930825874,5037.267162322998,0.04546891,0.1428555,0.15320112,22.043251,22.013153
Egypt,1997,20.112047,11.211154,3.8195617,49.936403861036524,5035.727427959442,0.046698302,0.14490473,0.15669723,21.864153,21.888641
Egypt,1998,20.860832,11.836917,3.9228747,42.91414710809477,5039.669374465942,0.04534234,0.14829345,0.15636377,22.58106,22.546457
Egypt,1999,20.881868,12.198952,3.7437048,26.012979635037482,5109.115176200867,0.045302477,0.15205878,0.15850545,22.725243,22.723417
Egypt,2000,20.208597,11.996948,3.8412788,51.093907439149916,5058.178366661072,0.04972263,0.14764202,0.11769583,21.98734,22.07934
Egypt,2001,20.82901,11.918915,3.8520024,27.65092449844815,5084.891551494598,0.04395144,0.14764175,0.13031611,22.600946,22.607985
Egypt,2002,20.906805,12.309339,3.8670523,40.31238177907653,5038.796558380127,0.048182234,0.14513274,0.13935474,22.510742,22.49531
Egypt,2003,20.702637,11.70959,4.047192,31.571039584232494,5067.974201202393,0.044890314,0.1419978,0.1453512,22.377127,22.423273
Egypt,2004,20.635359,11.619397,3.9701822,33.537539053475484,5062.294351100922,0.04558355,0.1437845,0.15002237,22.31703,22.324722
Egypt,2005,20.532211,11.558248,3.8612869,30.485437598545104,5070.775724887848,0.045199458,0.14240748,0.15142839,22.263374,22.294672
Egypt,2006,20.555655,11.725009,3.7713375,36.983362884260714,5061.481893539429,0.04541861,0.14226726,0.15388893,22.25841,22.270813
Egypt,2007,20.833208,12.013593,3.9157372,36.01274499041028,5051.78155040741,0.044953305,0.14139445,0.15662253,22.377823,22.358124
Egypt,2008,21.226004,12.016739,3.7855566,39.89654277195223,5087.736688613892,0.045901354,0.14039333,0.15914376,22.797506,22.777292
Egypt,2009,21.132288,11.568805,3.9664204,27.505915501271375,5112.094205856323,0.04152306,0.13827501,0.15900867,22.7491,22.748049
Egypt,2010,22.006647,12.468686,3.922863,21.759400223381817,5117.744258880615,0.04176867,0.11049953,0.099722005,23.707605,23.735558
Egypt,2011,20.514845,11.814876,3.7436068,55.86505318968557,4998.0108852386475,0.046993922,0.119740926,0.10551857,22.331766,22.511972
Egypt,2012,21.021828,11.756579,3.9226217,35.81889827316627,5050.013304233551,0.04156173,0.1200599,0.11241341,22.835243,22.724699
Egypt,2013,20.996483,11.286339,4.047728,33.21547622047365,5127.086925029755,0.04136221,0.12231493,0.12030337,22.782745,22.857468
Egypt,2014,21.21727,12.033849,3.6767366,35.04754954832606,5048.32030248642,0.040311825,0.12569176,0.123452,23.131882,23.086847
Egypt,2015,21.037455,11.8536,3.8811858,64.58458621660247,4998.533835411072,0.042110994,0.06168979,0.06241819,23.017601,23.187662
Egypt,2016,21.676363,11.866028,3.938221,30.28430336434394,5082.588513374329,0.03807438,0.074931756,0.07308658,23.52846,23.547354
Egypt,2017,20.92906,11.745059,3.7647364,29.141316276974976,5071.3156151771545,0.03574792,0.08347834,0.081258334,22.8672,22.91407
Egypt,2018,21.952639,12.548892,3.8585575,49.50306964898482,5021.34690618515,0.039596666,0.08839699,0.09020746,23.864784,23.819618
Egypt,2019,21.106737,11.698787,4.0127606,56.00334210076835,5080.027002334595,0.04229607,0.09341201,0.09137731,23.039507,23.071236
Egypt,2020,21.032585,12.341205,3.907335,88.85371180158108,5038.691376686096,0.047021713,0.12815191,0.09792697,23.106207,23.257696
Egypt,2021,21.539177,12.233185,3.8783357,45.42089379997924,5111.879199981689,0.041540608,0.13121402,0.10660682,23.469984,23.491432
Egypt,2022,20.913702,11.980652,3.9001234,40.944925123709254,5053.3407163619995,0.04311101,0.13037391,0.111899495,22.769495,22.74307
Egypt,2023,21.708342,12.795247,3.7723415,44.51961672108155,5013.760324001312,0.042884395,0.13188772,0.11582205,23.54509,23.499321
Egypt,2024,21.973555,12.555736,3.6454585,29.023061297717504,5106.456881523132,0.03932762,0.12770899,0.12258189,24.081976,24.121237
Greece,1985,14.765943,8.627235,2.7376034,690.5959981679916,5266.354836463928,0.2139858,0.22417311,0.23291652,15.097829,15.092438
Greece,1986,14.655215,8.782394,2.7265918,708.5985306203365,5178.252302646637,0.21404456,0.22148944,0.22557046,15.082698,15.1764555
Greece,1987,14.377693,8.634605,2.7436483,785.0497106909752,5138.425532817841,0.22811605,0.23567504,0.2376529,14.700084,14.639005
Greece,1988,14.72393,8.486771,2.6906614,685.2479849308729,5307.6416120529175,0.211663,0.21962841,0.23074,15.164627,15.225014
Greece,1989,14.412585,8.244695,2.6876652,508.40911692380905,5415.897928714752,0.20425446,0.21166956,0.21244033,14.614861,14.584613
Greece,1990,14.9689665,8.547577,2.6712244,555.6171214580536,5440.638657569885,0.19717102,0.20357257,0.20487101,15.250224,15.173123
Greece,1991,13.871468,8.583916,2.679146,710.935848236084,5103.798779964447,0.23484045,0.24323475,0.2463545,14.351051,14.459312
Greece,1992,14.125661,8.055255,2.7260568,527.57156958431,5289.257196426392,0.21034677,0.21875276,0.22532292,14.198547,14.159955
Greece,1993,14.462375,8.226944,2.733237,596.5034206956625,5409.546573162079,0.2077089,0.21950912,0.2282321,14.668698,14.611217
Greece,1994,15.488655,9.41315,2.6969478,734.347118884325,5390.7583928108215,0.21790983,0.22767758,0.23561089,15.71905,15.741567
Greece,1995,14.589131,8.885442,2.71304,748.1652937531471,5282.053469657898,0.22351377,0.22936417,0.23169716,14.888888,14.888928
Greece,1996,14.331345,8.904625,2.67889,802.6485872864723,5115.555417537689,0.23165001,0.23851496,0.2443849,14.659825,14.649388
Greece,1997,14.239026,8.375148,2.7406728,690.2864156067371,5318.151563167572,0.22168137,0.23067878,0.23744214,14.481273,14.504384
Greece,1998,14.981359,9.111796,2.7285452,773.8092018663883,5335.836434364319,0.21955402,0.22887973,0.2362511,15.251567,15.261452
Greece,1999,15.432137,9.794235,2.613331,753.8004305958748,5327.621057987213,0.22139913,0.22986668,0.23780169,15.705704,15.639743
Greece,2000,14.948529,8.608986,2.6399763,498.3912613838911,5501.814990520477,0.20665719,0.2162034,0.22598238,15.243428,15.266998
Greece,2001,15.284108,8.916644,2.8384054,696.8125272095203,5393.389655590057,0.20462996,0.21045627,0.21345264,15.723371,15.792073
Greece,2002,14.998845,9.512039,2.5224493,832.160894036293,5227.549166202545,0.23416893,0.23931478,0.233474,15.2426605,15.204361
Greece,2003,14.828171,8.91956,2.7477932,836.4842452406883,5265.944276809692,0.22761822,0.23595177,0.24186175,15.062355,15.064697
Greece,2004,14.862271,9.024312,2.7249794,684.4730920493603,5311.894242763519,0.21868621,0.22556938,0.23559082,15.081225,15.064908
Greece,2005,14.647687,8.718511,2.712403,805.2301558852196,5317.543799877167,0.21865635,0.22461808,0.22370438,14.965869,15.006061
Greece,2006,14.601341,8.785652,2.6966734,739.880473524332,5303.652741909027,0.2264617,0.23442274,0.23556256,14.827057,14.840915
Greece,2007,15.552414,9.015164,2.671415,656.291834153235,5446.828577041626,0.2101237,0.21675694,0.21173984,15.614718,15.585808
Greece,2008,15.541936,9.178886,2.732053,543.6325985491276,5459.6501841545105,0.20364709,0.20942257,0.21110511,15.697139,15.636612
Greece,2009,15.419952,9.594371,2.6567624,908.493090569973,5288.897062301636,0.23184824,0.2365234,0.23117298,15.520253,15.477061
Greece,2010,15.918391,10.034813,2.6952116,871.9809874296188,5250.513450622559,0.22628498,0.23199446,0.23235677,16.124315,16.123663
Greece,2011,14.647545,8.511264,2.7470067,675.6221101731062,5352.440320014954,0.21608014,0.22388892,0.22276635,14.862079,14.972562
Greece,2012,15.61987,8.865108,2.7778466,798.3477167859674,5454.4632778167725,0.21029104,0.21473008,0.2053634,15.996262,15.885147
Greece,2013,15.781718,9.000707,2.7428734,724.387642711401,5430.779933452606,0.2065771,0.20965868,0.20964663,16.071142,16.131403
Greece,2014,15.707759,10.074801,2.5466926,863.4212353229523,5225.1006870269775,0.2280975,0.22947139,0.21257204,16.023026,15.986789
Greece,2015,15.3381195,9.011765,2.7275677,819.89009770751,5311.83279800415,0.22471307,0.22906655,0.22161286,15.580638,15.603765
Greece,2016,15.727338,9.123955,2.7640407,707.6158274114132,5382.814373970032,0.20773917,0.20934068,0.19587821,16.129591,16.160376
Greece,2017,15.370189,8.51548,2.7014446,752.0485134720802,5475.224190235138,0.2031473,0.20384906,0.18476574,15.716617,15.658877
Greece,2018,15.99335,9.999461,2.717882,876.0816986560822,5261.493768215179,0.22066766,0.2234,0.20660003,16.287773,16.320837
Greece,2019,15.900037,9.581894,2.7496922,828.4002752900124,5370.813572883606,0.21344125,0.21477441,0.20325029,16.282473,16.195833
Greece,2020,15.777809,9.209775,2.7960932,680.6300231814384,5426.887362957001,0.20568132,0.20666356,0.19303592,16.05641,16.060463
Greece,2021,15.727069,8.963008,2.8275795,848.3852385282516,5401.744678497314,0.21231635,0.21564913,0.20532803,16.295837,16.322166
Greece,2022,15.601651,8.893369,2.7739115,708.6595395803452,5467.427191257477,0.21257883,0.21661554,0.20068102,15.895062,15.834663
Greece,2023,16.110659,10.053973,2.694741,809.1744364798069,5299.70171546936,0.21985024,0.22227992,0.2020874,16.426157,16.406288
Greece,2024,16.833311,10.175403,2.7343638,667.8517539799213,5494.886894226074,0.20311011,0.21025844,0.20589052,17.19287,17.241575
Italy,1985,14.193936,9.432614,2.4937806,836.9977712333202,4941.942279338837,0.24679208,0.25869808,0.27604434,14.527028,14.502704
Italy,1986,14.163506,9.610057,2.4599674,885.2661457657814,4852.207826137543,0.25264844,0.25946027,0.26447615,14.522901,14.593265
Italy,1987,14.268372,9.200063,2.5631514,801.0960178375244,4934.468925476074,0.24694665,0.25387117,0.25895533,14.515391,14.432666
Italy,1988,14.4438095,9.26064,2.542391,752.7321251183748,5026.591499328613,0.24690974,0.25652006,0.2590887,14.879924,14.966573
Italy,1989,13.997777,9.222835,2.3684282,678.62583309412,5003.958306312561,0.24421364,0.25000033,0.25191537,14.238286,14.215238
Italy,1990,14.55363,9.60642,2.4620187,750.384585082531,5031.900405883789,0.23804908,0.24478585,0.25201628,14.941831,14.915233
Italy,1991,13.6247225,8.829015,2.5578449,824.895669400692,4955.68851184845,0.25909194,0.26782385,0.2770755,14.014089,14.095157
Italy,1992,14.306282,9.398175,2.4866168,747.0915946960449,4927.220689296722,0.24301367,0.25228843,0.25952682,14.4729185,14.386752
Italy,1993,14.285352,8.936406,2.5004923,753.5570342540741,5108.9662075042725,0.24144697,0.25124776,0.25812992,14.64165,14.638062
Italy,1994,15.119736,10.010826,2.4799836,665.9477777630091,5137.918801784515,0.23872073,0.24919458,0.25904962,15.306951,15.318161
